episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
77,26545325.0,174733700.0,23273.5,111100.0,75480.0,-0.00839,2.35698,-3.0,3.0,0.868,0.0001,0.05,-1.0258,1.039055,1080,379.1
78,61014191.0,194188233.0,264595.5,116537.0,82660.0,-0.31551,2.37455,-3.0,3.0,0.7601,0.001,0.05,-0.75492,1.006549,1080,379.4
79,20833629.5,146232479.0,28456.5,115693.0,81368.0,-0.06467,2.42243,-3.0,3.0,0.8751,0.0002,0.05,-0.86751,1.02046,1080,377.4
80,36718489.0,183499205.5,27380.0,117394.0,83237.0,-0.08197,2.38432,-3.0,3.0,0.8332,0.0001,0.05,-0.83539,1.015897,1080,375.9
81,29273160.5,176164953.5,27921.0,116715.0,83315.0,-0.03562,2.38025,-3.0,3.0,0.8574,0.0001,0.05,-0.37829,1.000865,1080,373.0
82,15828816.0,170624487.5,28265.5,120819.0,85343.0,-0.11741,2.40693,-3.0,3.0,0.915,0.0002,0.05,-0.43186,0.958548,1080,379.9
83,19825269.0,179049404.0,29887.5,121025.0,85186.0,-0.08631,2.41565,-3.0,3.0,0.9002,0.0002,0.05,-1.07135,0.981553,1080,379.9
84,33908091.0,197791198.5,29166.0,123089.0,88404.0,-0.12992,2.43144,-3.0,3.0,0.8535,0.0001,0.05,-0.82962,0.978495,1080,371.5
85,23428858.5,110935825.5,23649.5,102898.0,69686.0,0.0525,2.34231,-3.0,3.0,0.8255,0.0002,0.05,-0.80652,1.005358,1080,367.4
86,32998859.0,213335491.5,28295.5,122014.0,86834.0,-0.10201,2.41842,-3.0,3.0,0.8659,0.0001,0.05,-0.40725,0.939838,1080,374.5
87,35383218.5,154871761.5,30253.0,117456.0,82448.0,-0.065,2.41735,-3.0,3.0,0.8139,0.0002,0.05,-0.59269,0.996395,1080,386.8
88,27039679.0,175479714.0,25009.5,109950.0,75482.0,-0.05302,2.35812,-3.0,3.0,0.8664,0.0001,0.05,-0.58694,1.004984,1080,369.2
89,22840116.5,191745892.0,29932.0,120556.0,84947.0,-0.20101,2.42093,-3.0,3.0,0.8934,0.0001,0.05,-0.81822,0.979236,1080,376.1
90,33942078.0,169018615.0,27037.0,116887.0,81305.0,-0.03829,2.4246,-3.0,3.0,0.8327,0.0001,0.05,-0.59255,1.005793,1080,378.4
91,27725987.0,200109732.0,26056.0,120840.0,85165.0,-0.05956,2.41005,-3.0,3.0,0.8782,0.0001,0.05,-0.88719,0.972202,1080,371.0
92,25169590.5,177970954.5,27416.0,122158.0,87427.0,-0.06817,2.43449,-3.0,3.0,0.876,0.0001,0.05,-1.02969,0.971854,1080,362.3
93,18370221.0,163534654.5,28891.5,114256.0,82456.0,-0.0851,2.44658,-3.0,3.0,0.8989,0.0002,0.05,-1.00552,0.981709,1080,376.8
94,21813714.5,174827229.0,26081.5,118111.0,81675.0,-0.0435,2.38074,-3.0,3.0,0.889,0.0001,0.05,-0.35087,0.953451,1080,375.6
95,28747993.5,155203143.0,29401.0,115598.0,79683.0,-0.04422,2.42919,-3.0,3.0,0.8436,0.0002,0.05,-0.40915,0.973672,1080,372.6
96,19565798.5,170385123.5,29901.0,122509.0,86446.0,-0.12984,2.42802,-3.0,3.0,0.8969,0.0002,0.05,-0.40764,0.985432,1080,367.4
97,21615595.5,175622446.0,32121.5,113062.0,78582.0,-0.06788,2.34738,-3.0,3.0,0.8903,0.0002,0.05,-0.60249,0.963727,1080,370.7
98,25028810.0,173264471.0,27559.5,114901.0,80780.0,-0.07081,2.39597,-3.0,3.0,0.8737,0.0001,0.05,-0.95754,0.974225,1080,366.7
99,25240624.5,181900098.0,30847.0,116687.0,82137.0,-0.00753,2.42991,-3.0,3.0,0.878,0.0001,0.05,-0.48098,0.985352,1080,364.1
100,47113506.0,265275845.5,4026278.5,128473.0,93352.0,-0.80584,2.53797,-3.0,3.0,0.8384,0.0127,0.05,3.08056,1.260281,1080,376.9
