episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
86,57945474.0,183751255.5,9051671.5,85806.0,66698.0,-0.90637,1.61409,-2.99186,3.0,0.7328,0.0361,nan,133355430.92222,2288866.312648,720,31.9
87,59496616.0,188729974.0,8308180.5,88941.0,67743.0,-0.84377,1.54642,-2.96184,3.0,0.7357,0.0324,nan,132199038.5,2205228.30024,720,33.5
88,50015540.5,178292960.0,9316954.5,89118.0,67642.0,-0.95136,1.62818,-3.0,3.0,0.7503,0.0392,nan,132617944.82222,2190092.326969,720,34.5
89,47739003.0,177698308.0,9069790.5,85816.0,67580.0,-0.79643,1.73128,-3.0,3.0,0.7578,0.0387,nan,131557172.57778,2246781.068998,720,33.5
90,50114099.5,180999386.0,8613034.5,87746.0,67164.0,-0.7077,1.73488,-3.0,3.0,0.755,0.0359,nan,131505841.73333,2245294.40451,720,33.6
91,57876150.5,172499124.0,7748884.0,87862.0,66454.0,-0.69948,1.59875,-2.87501,3.0,0.7244,0.0325,nan,130460195.38889,2137887.94366,720,34.8
92,51965160.5,175880021.0,8510089.5,84434.0,66452.0,-0.70618,1.73525,-3.0,3.0,0.7441,0.036,nan,129672201.31111,2055374.16962,720,35.3
93,58413570.0,188898536.5,8586337.5,87848.0,68656.0,-0.68897,1.68383,-3.0,3.0,0.7382,0.0336,nan,128797989.83333,2140464.563139,720,33.1
94,58416493.0,181987895.0,7726116.0,83046.0,65688.0,-0.65734,1.5483,-3.0,3.0,0.7334,0.0311,nan,128409669.46667,2062585.010882,720,31.3
95,53713377.0,190685343.5,7955873.5,85204.0,67317.0,-0.67136,1.59222,-3.0,3.0,0.7556,0.0315,nan,127114671.92222,2036513.878776,720,31.3
96,76417308.0,183511257.5,7651715.5,88916.0,66091.0,-0.6616,1.62445,-2.98576,3.0,0.6858,0.0286,nan,125096639.1,2029848.761087,720,33.7
97,56103513.5,179548026.0,7463559.5,83636.0,65631.0,-0.77592,1.55873,-2.97549,3.0,0.7385,0.0307,nan,123108964.1,1964669.142712,720,32.5
98,50379756.0,173888719.5,7116862.0,83135.0,64432.0,-0.60227,1.59549,-2.89493,3.0,0.7515,0.0308,nan,120380422.92222,1959832.873007,720,32.7
99,52089155.0,177684488.5,7418506.0,83549.0,65277.0,-0.68998,1.57823,-2.92567,3.0,0.7491,0.0313,nan,119471418.44444,1985362.484168,720,33.3
100,72253448.0,188678622.5,7882257.0,89540.0,68319.0,-0.747,1.65228,-3.0,3.0,0.7019,0.0293,nan,116428962.98889,1884256.437307,720,32.9
